,info,price,quantity_like,rating,product_reviews,shop_info,class_name,Made_in,Send_from,rating_star,evaluate,quantity_sold,rating5star,rating4star,rating3star,rating2star,rating1star,quantity_comment,quantity_pic_video,Type_store,shop_response_rate,shop_evaluates,shop_follows,shop_join_time,shop_product_number,Type_product,Type_items
777,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Thắt Lưng Nam
Xuất xứ
Trung Quốc
Chất liệu
Da
Hạn bảo hành
6 tháng
Giới tính
Nam
Phong cách
Trẻ trung
Loại da
Da Pu
Số lượng hàng khuyến mãi
48
Số sản phẩm còn lại
13598
Gửi từ
Quận Nam Từ Liêm, Hà Nội
",23000.0,698.0,"4.8 4,1k Đánh Giá 14,3k Đã Bán Tố cáo","Tất Cả5 Sao (3,6k)4 Sao (320)3 Sao (114)2 Sao (40)1 Sao (73)Có Bình Luận (1,6k)Có Hình Ảnh / Video (769)","Yêu Thích+bongstore1996Online 3 Phút TrướcChat NgayXem ShopĐánh Giá24,8kTỉ Lệ Phản Hồi98%Tham Gia23 tháng trướcSản Phẩm76Thời Gian Phản Hồitrong vài giờNgười Theo Dõi6,4k",ShopeeThời Trang NamThắt Lưng NamThắt lưng mặt xoay nam thắt lưng nam cao cấp thời trang dây nịt da khóa tự động X003,China,Hà Nội,4.8,4100,14300,3600,320,114,40,73,1600,769,Favorite_store,98,24800,6400,23,76,Thời Trang Nam,Thắt Lưng
778,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Thun
Thương hiệu
Elnido
Phong cách
Thể thao, Cơ bản, Hàn Quốc, Đường phố, Nhiệt đới
Tall Fit
Có
Chiều dài áo
Dài
Xuất xứ
Việt Nam
Chiều dài tay áo
Tay ngắn
Dáng kiểu áo
Oversized
Cổ áo
Cổ tròn
Chất liệu
Cotton
Mẫu
Trơn
Mùa
Mùa hè
Tên tổ chức chịu trách nhiệm sản xuất
Xưởng may ELNIDO
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Giáp Nhất-Thanh Xuân-Hà Nội
Kho hàng
438216
Gửi từ
Hà Nội
",104000.0,267.0,"4.9 1,5k Đánh Giá 3,8k Đã Bán Tố cáo","Tất Cả5 Sao (1,5k)4 Sao (38)3 Sao (20)2 Sao (5)1 Sao (4)Có Bình Luận (771)Có Hình Ảnh / Video (558)","elnido.clothingOnline 2 Phút TrướcChat NgayXem ShopĐánh Giá38,8kTỉ Lệ Phản Hồi99%Tham Gia35 tháng trướcSản Phẩm44Thời Gian Phản Hồitrong vài phútNgười Theo Dõi37,2k","ShopeeThời Trang NamÁoÁo ThunĐồ bộ quần áo thun chất liệu tổ ong cao cấp form rộng thoáng mát, thấm hút mồ hôi tốt EDT10",VietNam,Hà Nội,4.9,1500,3800,1500,38,20,5,4,771,558,Normal_store,99,38800,37200,35,44,Thời Trang Nam,Áo các loại
779,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo Khoác
Áo Khoác
Chiều dài áo khoác ngoài
Trung bình
Chất liệu
Nỉ, Mè
Mẫu
In
Chiều dài tay áo
Dài tay
Phong cách
Thể thao, Cơ bản, Nhiệt đới
Xuất xứ
Việt Nam
Mùa
Bốn mùa
Tên tổ chức chịu trách nhiệm sản xuất
Xưởng may TOMIJUN
Kiểu nút
Kéo khóa
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Tam Hiệp, Phúc Thọ, Hà Nội
Kho hàng
9948
Gửi từ
Huyện Phúc Thọ, Hà Nội
",102500.0,377.0,"4.7 930 Đánh Giá 2,8k Đã Bán Tố cáo",Tất Cả5 Sao (765)4 Sao (92)3 Sao (28)2 Sao (27)1 Sao (18)Có Bình Luận (382)Có Hình Ảnh / Video (183),"Yêu Thích+ccutunOnline 4 Phút TrướcChat NgayXem ShopĐánh Giá41,8kTỉ Lệ Phản Hồi100%Tham Gia23 tháng trướcSản Phẩm54Thời Gian Phản Hồitrong vài giờNgười Theo Dõi36,2k","ShopeeThời Trang NamÁo KhoácÁo KhoácÁo chống nắng nam nữ dày dặn cao cấp chống tia uv thoáng khí, có khả năng làm mát, khử khuẩn, thấm hút mồ hôi_TOMIJUN",VietNam,Hà Nội,4.7,930,2800,765,92,28,27,18,382,183,Favorite_store,100,41800,36200,23,54,Thời Trang Nam,Áo các loại
780,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Polo
Thương hiệu
THE BAD GOD
Tall Fit
Có
Phong cách
Đường phố
Xuất xứ
Việt Nam
Chiều dài tay áo
Tay ngắn
Chất liệu
Cotton
Dáng kiểu áo
Oversized
Mẫu
Họa tiết, In
Kiểu nút
Khuy bấm
Số lượng hàng khuyến mãi
173
Số sản phẩm còn lại
2536
Gửi từ
Hà Nội
",109500.0,4400.0,"4.9 1,9k Đánh Giá 6,1k Đã Bán Tố cáo","Tất Cả5 Sao (1,7k)4 Sao (95)3 Sao (19)2 Sao (5)1 Sao (6)Có Bình Luận (741)Có Hình Ảnh / Video (581)","thebadgodOnline 1 Phút TrướcChat NgayXem ShopĐánh Giá102,8kTỉ Lệ Phản Hồi98%Tham Gia25 tháng trướcSản Phẩm235Thời Gian Phản Hồitrong vài giờNgười Theo Dõi792k",ShopeeThời Trang NamÁoÁo PoloÁo polo The Bad God Monogram,VietNam,Hà Nội,4.9,1900,6100,1700,95,19,5,6,741,581,Mall_store,98,102800,792000,25,235,Thời Trang Nam,Áo các loại
781,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Đồ Lót
Đồ Lót Giữ Nhiệt
Xuất xứ
Việt Nam
Chất liệu
Khác
Kiểu đóng gói
Đơn
Mẫu
Trơn
Rất lớn
Không
Kiểu dáng quần
ÁO GIỮ NHIỆT NAM
Phong cách
Thể thao,Cơ bản
Tên tổ chức chịu trách nhiệm sản xuất
Vương Nam Online
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Vương Nam Online
Kho hàng
123285
Gửi từ
TP. Hồ Chí Minh
",30500.0,84.0,"4.8 442 Đánh Giá 2,6k Đã Bán Tố cáo",Tất Cả5 Sao (388)4 Sao (35)3 Sao (9)2 Sao (7)1 Sao (3)Có Bình Luận (167)Có Hình Ảnh / Video (113),"Yêu Thíchmenfashion_vuongnamonlineOnline 4 Phút TrướcChat NgayXem ShopĐánh Giá35,4kTỉ Lệ Phản Hồi91%Tham Gia5 năm trướcSản Phẩm169Thời Gian Phản Hồitrong vài giờNgười Theo Dõi40,8k",ShopeeThời Trang NamĐồ LótĐồ Lót Giữ Nhiệt[Mã FATRENDW3 giảm đến 30K đơn 99K] Áo giữ nhiệt nam tay dài ôm body co giãn 4 chiều đẹp cao cấp VN87B,VietNam,HCM,4.8,442,2600,388,35,9,7,3,167,113,Standard_store,91,35400,40800,60,169,Thời Trang Nam,Đồ lót
782,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Đồ Lót
Quần Lót
Kiểu quần lót
Boxers & Trunks
Kho hàng
10760152
Gửi từ
Huyện Nam Trực, Nam Định
",72500.0,42.0,"4.6 225 Đánh Giá 31,1k Đã Bán Tố cáo",Tất Cả5 Sao (186)4 Sao (19)3 Sao (7)2 Sao (5)1 Sao (8)Có Bình Luận (96)Có Hình Ảnh / Video (60),"cucthanden98Online 18 Phút TrướcChat NgayXem ShopĐánh Giá12,9kTỉ Lệ Phản Hồi76%Tham Gia21 tháng trướcSản Phẩm9Thời Gian Phản Hồitrong vài giờNgười Theo Dõi21,3k","ShopeeThời Trang NamĐồ LótQuần LótCombo 5 Quần sịp đùi nam icon thun lạnh cao cấp, quần lót boxer nam icon Co dãn 4 chiều Loại 1",VietNam,Nơi khác,4.6,225,31100,186,19,7,5,8,96,60,Normal_store,76,12900,21300,21,9,Thời Trang Nam,Đồ lót
783,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Quần Jeans
Chất liệu
Denim, jean bò
Phong cách
Thể thao, Hàn Quốc, Đường phố
Mẫu
Trơn
Tall Fit
Có
Bản eo
Giữa eo
Loại khóa
Khóa kéo
Xuất xứ
Việt Nam
Rất lớn
Có
Địa chỉ tổ chức chịu trách nhiệm sản xuất
cổ linh, long biên, Hà nội
Kiểu dáng quần
Dang Baggy suông
Chiều dài quần
97cm -105cm
Số lượng hàng khuyến mãi
998
Số sản phẩm còn lại
44533
Gửi từ
Hà Nội
",57500.0,5100.0,"4.8 5,4k Đánh Giá 16,9k Đã Bán Tố cáo","Tất Cả5 Sao (4,8k)4 Sao (474)3 Sao (72)2 Sao (20)1 Sao (38)Có Bình Luận (2,3k)Có Hình Ảnh / Video (1,4k)","Yêu Thíchelmen.officialOnline 4 Phút TrướcChat NgayXem ShopĐánh Giá14,1kTỉ Lệ Phản Hồi100%Tham Gia17 tháng trướcSản Phẩm44Thời Gian Phản Hồitrong vài phútNgười Theo Dõi31,6k","ShopeeThời Trang NamQuần JeansQuần jean nam xám ống suông rộng Elmen, Quần bò xám baggy chất jeans bò cao cấp top xu hướng 2023",VietNam,Hà Nội,4.8,5400,16900,4800,474,72,20,38,2300,1400,Standard_store,100,14100,31600,17,44,Thời Trang Nam,Quần các loại
784,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Sơ Mi
Thương hiệu
Leevin
Dáng kiểu áo
Rộng
Cổ áo
Cổ chữ V
Phong cách
Hàn Quốc, Unisex
Tall Fit
Không
Xuất xứ
Việt Nam
Mẫu
Trơn
Chiều dài tay áo
Tay ngắn
Rất lớn
Có
Dịp
Hằng Ngày
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Gia Binh, Bac Ninh
Kiểu cổ tay áo
Áo Ngắn Tay
Kiểu cổ áo
Cổ Vest
Chất liệu
Cotton lụa
Tên tổ chức chịu trách nhiệm sản xuất
Leevin Garment Factory
Kho hàng
2636
Gửi từ
Bắc Ninh
",87000.0,9300.0,"4.9 13,1k Đánh Giá 37,6k Đã Bán Tố cáo","Tất Cả5 Sao (12,3k)4 Sao (566)3 Sao (157)2 Sao (28)1 Sao (49)Có Bình Luận (5,9k)Có Hình Ảnh / Video (4,2k)","Yêu Thích+leevin.storeOnline 5 Phút TrướcChat NgayXem ShopĐánh Giá226kTỉ Lệ Phản Hồi100%Tham Gia3 năm trướcSản Phẩm176Thời Gian Phản Hồitrong vài giờNgười Theo Dõi315,6k",ShopeeThời Trang NamÁoÁo Sơ MiÁo Sơ Mi Ngắn Tay Nam Nữ Cổ Vest TRƠN Trắng Và Đen - Kiểu sơ mi tay ngắn form rộng Cổ Vest và Cổ Đức Leevin Store,VietNam,Nơi khác,4.9,13100,37600,12300,566,157,28,49,5900,4200,Favorite_store,100,226000,315600,36,176,Thời Trang Nam,Áo các loại
785,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Sơ Mi
Cổ áo
Cổ sơ mi
Phong cách
Thể thao
Xuất xứ
Việt Nam
Mẫu
Sọc caro
Chiều dài tay áo
Dài tay
Kho hàng
799957
Gửi từ
Hải Dương
",120000.0,93.0,"4.6 62 Đánh Giá 2,2k Đã Bán Tố cáo",Tất Cả5 Sao (52)4 Sao (3)3 Sao (2)2 Sao (1)1 Sao (4)Có Bình Luận (29)Có Hình Ảnh / Video (12),"minhnguyenshop123Online 18 Phút TrướcChat NgayXem ShopĐánh Giá830Tỉ Lệ Phản Hồi90%Tham Gia26 tháng trướcSản Phẩm81Thời Gian Phản Hồitrong vài giờNgười Theo Dõi4,6k","ShopeeThời Trang NamÁoÁo Sơ MiÁo sơ mi Burberry dài tay kẻ caro sọc dài tay BBR nam nữ SM03 unisex form rộng, chất mềm đẹp",VietNam,Nơi khác,4.6,62,2200,52,3,2,1,4,29,12,Normal_store,90,830,4600,26,81,Thời Trang Nam,Áo các loại
786,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Quần Jeans
Chất liệu
Denim
Phong cách
Cơ bản, Retro, Đường phố
Mẫu
Trơn
Bản eo
Khác
Loại khóa
Khóa kéo
Kiểu dáng quần
Ống rộng
Xuất xứ
Việt Nam
Chiều dài quần
Chiều dài đầy đủ
Tên tổ chức chịu trách nhiệm sản xuất
Hoàng Hải jeanss
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Hoàng Hải jeans
Kho hàng
8297
Gửi từ
Huyện Kiến Xương, Thái Bình
",122250.0,1500.0,"4.7 930 Đánh Giá 4,4k Đã Bán Tố cáo",Tất Cả5 Sao (782)4 Sao (70)3 Sao (31)2 Sao (16)1 Sao (31)Có Bình Luận (103)Có Hình Ảnh / Video (72),"Yêu Thíchhem_fashionOnline 2 Phút TrướcChat NgayXem ShopĐánh Giá41,4kTỉ Lệ Phản Hồi99%Tham Gia6 năm trướcSản Phẩm106Thời Gian Phản Hồitrong vài giờNgười Theo Dõi130,2k","ShopeeThời Trang NamQuần JeansQuần Jean nam, quần bò nam Khoá Gối ống rộng 4 mùa nam nữ unisex 2 ứng dụng bigsize form rộng",VietNam,Nơi khác,4.7,930,4400,782,70,31,16,31,103,72,Standard_store,99,41400,130199,72,106,Thời Trang Nam,Quần các loại
787,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Quần Short
Quần Đùi/Quần Short
Phong cách
Thể thao
Tall Fit
Không
Xuất xứ
Việt Nam
Dịp
Hằng Ngày
Loại quần short
Khác
Chất liệu
Sợi tổng hợp
Mẫu
Trơn
Rất lớn
Có
Bản eo
Khác
Kho hàng
152700
Gửi từ
Hà Nội
",39950.0,1700.0,"4.7 5k Đánh Giá 34,6k Đã Bán Tố cáo","Tất Cả5 Sao (4,1k)4 Sao (413)3 Sao (230)2 Sao (70)1 Sao (144)Có Bình Luận (2,6k)Có Hình Ảnh / Video (1,8k)Trong Nước (5k)","Yêu Thíchpds_sdpOnline 9 Phút TrướcChat NgayXem ShopĐánh Giá15,6kTỉ Lệ Phản Hồi94%Tham Gia5 năm trướcSản Phẩm538Thời Gian Phản Hồitrong vài giờNgười Theo Dõi2,8k",ShopeeThời Trang NamQuần ShortQuần Đùi/Quần ShortQuần đùi nam ⚡ xảkho ⚡ quần sooc nam có túi khóa tiện dụng,VietNam,Hà Nội,4.7,5000,34600,4100,413,230,70,144,2600,1800,Standard_store,94,15600,2800,60,538,Thời Trang Nam,Quần các loại
788,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Polo
Tall Fit
Có
Phong cách
Cơ bản, Đường phố, Thể thao, Hàn Quốc
Xuất xứ
Việt Nam
Chiều dài tay áo
Dài 3/4
Dáng kiểu áo
Rộng
Mẫu
Trơn
Rất lớn
Có
Địa chỉ tổ chức chịu trách nhiệm sản xuất
BON
Tên tổ chức chịu trách nhiệm sản xuất
BON.CLUB
Chất liệu
Cá Sấu
Số lượng hàng khuyến mãi
26613
Số sản phẩm còn lại
1978
Gửi từ
Huyện Giao Thủy, Nam Định
",103000.0,8500.0,"5.0 165 Đánh Giá 3,1k Đã Bán Tố cáo",Tất Cả5 Sao (161)4 Sao (2)3 Sao (1)2 Sao (0)1 Sao (1)Có Bình Luận (93)Có Hình Ảnh / Video (74),"Yêu Thíchbon.clubOnline 7 Phút TrướcChat NgayXem ShopĐánh Giá1,4kTỉ Lệ Phản Hồi100%Tham Gia4 năm trướcSản Phẩm13Thời Gian Phản Hồitrong vài giờNgười Theo Dõi6,1k",ShopeeThời Trang NamÁoÁo PoloÁo Polo Odin Localbrand Unisex Oversize Thun Có Cổ Form Rộng Nam Nữ Chất Vải Cá Sấu 2 Màu Đen Xám Thương Hiệu BON.CLUB,VietNam,Nơi khác,5.0,165,3100,161,2,1,0,1,93,74,Standard_store,100,1400,6100,48,13,Thời Trang Nam,Áo các loại
789,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo Khoác
Áo Khoác Mùa Đông & Áo Choàng
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Đang cập nhật
Chất liệu
Nylon
Chiều dài tay áo
Khác
Mẫu
Khác
Phong cách
Thể thao, Cơ bản, Hàn Quốc
Tall Fit
Có
Rất lớn
Có
Xuất xứ
Việt Nam
Chiều dài áo khoác ngoài
Dài
Kiểu Áo khoác
Áo gió
Tên tổ chức chịu trách nhiệm sản xuất
Đang cập nhật
Kiểu nút
Dây kéo
Kho hàng
328811
Gửi từ
Thành Phố Bảo Lộc, Lâm Đồng
",97000.0,5600.0,"4.7 740 Đánh Giá 2,7k Đã Bán Tố cáo",Tất Cả5 Sao (610)4 Sao (74)3 Sao (28)2 Sao (13)1 Sao (14)Có Bình Luận (259)Có Hình Ảnh / Video (115),"Yêu Thíchdomen.vnOnline 3 Phút TrướcChat NgayXem ShopĐánh Giá1,8kTỉ Lệ Phản Hồi96%Tham Gia10 tháng trướcSản Phẩm68Thời Gian Phản Hồitrong vài giờNgười Theo Dõi11,1k",ShopeeThời Trang NamÁo KhoácÁo Khoác Mùa Đông & Áo ChoàngÁo khoác dù KYT nam nữ chất vải dù gió 2 lớp form rộng cổ đứng cao cấp _ DOMEN AD 67,VietNam,Nơi khác,4.7,740,2700,610,74,28,13,14,259,115,Standard_store,96,1800,11100,10,68,Thời Trang Nam,Áo các loại
790,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Đồ Lót
Quần Lót
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Đang cập nhật
Xuất xứ
Việt Nam
Kiểu quần lót
Boxers & Trunks
Kiểu đóng gói
Hộp
Mẫu
Họa tiết, In
Tên tổ chức chịu trách nhiệm sản xuất
Đang cập nhật
Chất liệu
Vải sợi tự nhiên
Kho hàng
2099922
Gửi từ
TP. Hồ Chí Minh
",90000.0,485.0,"4.9 1,4k Đánh Giá 9,2k Đã Bán Tố cáo","Tất Cả5 Sao (1,3k)4 Sao (83)3 Sao (23)2 Sao (8)1 Sao (14)Có Bình Luận (374)Có Hình Ảnh / Video (254)","Yêu Thícharesshop_Online 6 Phút TrướcChat NgayXem ShopĐánh Giá27kTỉ Lệ Phản Hồi96%Tham Gia5 năm trướcSản Phẩm88Thời Gian Phản Hồitrong vài giờNgười Theo Dõi34,5k","ShopeeThời Trang NamĐồ LótQuần LótQuần lót nam, quần sịp tam giác họa tiết Addas cao cấp chất thun lạnh kháng khuẩn co giãn 4 chiều - ARES SHOP",VietNam,HCM,4.9,1400,9200,1300,83,23,8,14,374,254,Standard_store,96,27000,34500,60,88,Thời Trang Nam,Đồ lót
791,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Thun
Phong cách
Thể thao, Cơ bản, Hàn Quốc, Đường phố, Nhiệt đới
Tall Fit
Không
Xuất xứ
Việt Nam
Chiều dài tay áo
Tay ngắn
Dáng kiểu áo
Rộng
Cổ áo
Cổ tròn
Chất liệu
Cotton
Mẫu
Trơn
Rất lớn
Không
Mùa
Quanh Năm
Địa chỉ tổ chức chịu trách nhiệm sản xuất
KingMan
Kho hàng
247804
Gửi từ
TP. Hồ Chí Minh
",17500.0,35000.0,"4.6 2,2k Đánh Giá 17k Đã Bán Tố cáo","Tất Cả5 Sao (1,8k)4 Sao (154)3 Sao (109)2 Sao (46)1 Sao (100)Có Bình Luận (1,1k)Có Hình Ảnh / Video (655)","Yêu ThíchaothunphongOnline 2 Phút TrướcChat NgayXem ShopĐánh Giá21,3kTỉ Lệ Phản Hồi82%Tham Gia31 tháng trướcSản Phẩm187Thời Gian Phản Hồitrong vài giờNgười Theo Dõi47,8k",ShopeeThời Trang NamÁoÁo ThunÁo thun nam trơn cotton 𝐊𝐈𝐍𝐆𝐌𝐀𝐍 áo thun trơn nam nữ form rộng phong cách hàn quốc mát mẻ thấm hút mồ hôi đủ size,VietNam,HCM,4.6,2200,17000,1800,154,109,46,100,1100,655,Standard_store,82,21300,47800,31,187,Thời Trang Nam,Áo các loại
792,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Polo
Phong cách
Cơ bản, Đường phố
Xuất xứ
Việt Nam
Chiều dài tay áo
Dài 3/4
Chất liệu
Cotton
Dáng kiểu áo
Rộng
Mẫu
Trơn
Kiểu nút
Nút gài
Kho hàng
24818
Gửi từ
Quận Nam Từ Liêm, Hà Nội
",54500.0,70.0,"4.2 21 Đánh Giá 1,1k Đã Bán Tố cáo",Tất Cả5 Sao (14)4 Sao (3)3 Sao (1)2 Sao (0)1 Sao (3)Có Bình Luận (16)Có Hình Ảnh / Video (8),t.c_brandOnline 2 Giờ TrướcChat NgayXem ShopĐánh Giá288Tỉ Lệ Phản Hồi76%Tham Gia3 tháng trướcSản Phẩm9Thời Gian Phản Hồitrong vài giờNgười Theo Dõi805,ShopeeThời Trang NamÁoÁo Polo[Mã TOPTREND giảm 10k đơn 99k] Áo Polo Tay Lỡ Local Brand Unisex Karants Special Collection PRESENT - KR31,VietNam,Hà Nội,4.2,21,1100,14,3,1,0,3,16,8,Normal_store,76,288,805,3,9,Thời Trang Nam,Áo các loại
793,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Thun
Thương hiệu
Thái Khang
Phong cách
Cơ bản, Hàn Quốc, Đường phố, Công sở, Nhiệt đới
Tall Fit
Có
Chiều dài áo
Dài
Xuất xứ
Việt Nam
Chiều dài tay áo
Tay ngắn
Dáng kiểu áo
Rộng
Loại da
Da Trâu
Cổ áo
Cổ sơ mi
Mẫu
Khác, Trơn
Mùa
Mùa hè
Rất lớn
Có
Chất liệu
Thun lạnh
EAN
546
Tên tổ chức chịu trách nhiệm sản xuất
Thái Khang
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Bình Sơn, Quảng Ngãi
Kho hàng
35476
Gửi từ
TP. Hồ Chí Minh
",59750.0,992.0,"4.8 1,4k Đánh Giá 5,4k Đã Bán Tố cáo","Tất Cả5 Sao (1,2k)4 Sao (82)3 Sao (36)2 Sao (5)1 Sao (13)Có Bình Luận (625)Có Hình Ảnh / Video (500)","thaikhang.classicOnline 1 Phút TrướcChat NgayXem ShopĐánh Giá22,3kTỉ Lệ Phản Hồi99%Tham Gia5 năm trướcSản Phẩm150Thời Gian Phản Hồitrong vài giờNgười Theo Dõi39,1k",ShopeeThời Trang NamÁoÁo ThunÁo thun nam trung niên Thái Khang vải thun lạnh mặc siêu mát Athun38,VietNam,HCM,4.8,1400,5400,1200,82,36,5,13,625,500,Mall_store,99,22300,39100,60,150,Thời Trang Nam,Áo các loại
794,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo
Áo Thun
Thương hiệu
KARANTS
Phong cách
Cơ bản, Hàn Quốc, Đường phố
Tall Fit
Không
Chiều dài áo
Dài
Xuất xứ
Việt Nam
Chiều dài tay áo
Dài 3/4
Dáng kiểu áo
Rộng
Cổ áo
Cổ tròn
Chất liệu
Cotton
Mẫu
Họa tiết, Trơn
Rất lớn
Không
Loại da
Cotton Premium
Mùa
Bốn mùa
EAN
A2022
Tên tổ chức chịu trách nhiệm sản xuất
KARANTS
Địa chỉ tổ chức chịu trách nhiệm sản xuất
Tân Bình Hồ Chí Minh
Kho hàng
118472
Gửi từ
TP. Hồ Chí Minh
",89500.0,6100.0,"4.9 3,2k Đánh Giá 10,2k Đã Bán Tố cáo","Tất Cả5 Sao (3,1k)4 Sao (89)3 Sao (15)2 Sao (7)1 Sao (7)Có Bình Luận (1,6k)Có Hình Ảnh / Video (1,2k)","karants.vnOnline 2 Phút TrướcChat NgayXem ShopĐánh Giá21,3kTỉ Lệ Phản Hồi97%Tham Gia9 tháng trướcSản Phẩm51Thời Gian Phản Hồitrong vài giờNgười Theo Dõi98,6k",ShopeeThời Trang NamÁoÁo ThunÁo Thun Local Brand Unisex Karants Premium 100% Cotton Basic Tee - KR01,VietNam,HCM,4.9,3200,10200,3100,89,15,7,7,1600,1200,Normal_store,97,21300,98600,9,51,Thời Trang Nam,Áo các loại
795,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Quần Dài/Quần Âu
Quần Jogger
Kiểu dáng quần
Skinny
Bản eo
Giữa eo
Chất liệu
kaki
Phong cách
Thể thao
Mẫu
Họa tiết, Trơn
Xuất xứ
Việt Nam
Số lượng hàng khuyến mãi
4
Số sản phẩm còn lại
110179
Gửi từ
TP. Hồ Chí Minh
",115000.0,11400.0,"4.7 4,1k Đánh Giá 18,6k Đã Bán Tố cáo","Tất Cả5 Sao (3,3k)4 Sao (421)3 Sao (253)2 Sao (57)1 Sao (75)Có Bình Luận (1,6k)Có Hình Ảnh / Video (995)","Yêu Thíchptz.storeOnline 2 Phút TrướcChat NgayXem ShopĐánh Giá17,8kTỉ Lệ Phản Hồi98%Tham Gia23 tháng trướcSản Phẩm135Thời Gian Phản Hồitrong vài giờNgười Theo Dõi44,1k",ShopeeThời Trang NamQuần Dài/Quần ÂuQuần JoggerQuần Jogger Nam KAKI CAO CẤP Quần Kaki Nam ống bo chun Kiểu Dáng Hàn trẻ trung Mã JK11,VietNam,HCM,4.7,4100,18600,3300,421,253,57,75,1600,995,Standard_store,98,17800,44100,23,135,Thời Trang Nam,Quần các loại
796,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Đồ Lót
Quần Lót
Thương hiệu
NATO
Kiểu quần lót
Boxers & Trunks
Mẫu
Trơn
Xuất xứ
Thụy Điển
Chất liệu
Thun Lụa Băng Tự Nhiên 100%
Kho hàng
192125
Gửi từ
TP. Hồ Chí Minh
",34500.0,9100.0,"4.9 819 Đánh Giá 7,2k Đã Bán Tố cáo",Tất Cả5 Sao (771)4 Sao (28)3 Sao (11)2 Sao (3)1 Sao (5)Có Bình Luận (347)Có Hình Ảnh / Video (272),"nato.official.storeOnline 50 Phút TrướcChat NgayXem ShopĐánh Giá15,8kTỉ Lệ Phản Hồi95%Tham Gia15 tháng trướcSản Phẩm113Thời Gian Phản Hồitrong vài giờNgười Theo Dõi41,9k","ShopeeThời Trang NamĐồ LótQuần LótQuần Lót BOXER Nam Trơn Vải Lụa Băng Tự Nhiên 100% Thun Lạnh Cao Cấp Màu Xám , Đen Basic Trơn Mát Thoáng Co Giãn NATO",VietNam,HCM,4.9,819,7200,771,28,11,3,5,347,272,Normal_store,95,15800,41900,15,113,Thời Trang Nam,Đồ lót
797,"CHI TIẾT SẢN PHẨM
Danh Mục
Shopee
Thời Trang Nam
Áo Hoodie, Áo Len & Áo Nỉ
Áo Nỉ
Chất liệu
Nỉ
Xuất xứ
Nn
Mẫu
Nhiều loại
Kho hàng
1342
Gửi từ
Thành Phố Bắc Ninh, Bắc Ninh
",44000.0,91.0,"4.8 1,9k Đánh Giá 11,3k Đã Bán Tố cáo","Tất Cả5 Sao (1,7k)4 Sao (100)3 Sao (46)2 Sao (19)1 Sao (35)Có Bình Luận (1,3k)Có Hình Ảnh / Video (1,2k)","Yêu Thíchshop_lee2handOnline 11 Phút TrướcChat NgayXem ShopĐánh Giá5,9kTỉ Lệ Phản Hồi61%Tham Gia6 năm trướcSản Phẩm35Thời Gian Phản Hồitrong vài giờNgười Theo Dõi40,3k","ShopeeThời Trang NamÁo Hoodie, Áo Len & Áo NỉÁo Nỉáo nỉ dài tay (chọn trên live)",VietNam,Nơi khác,4.8,1900,11300,1700,100,46,19,35,1300,1200,Standard_store,61,5900,40300,72,35,Thời Trang Nam,Áo các loại
